"Table S1. Sample information including scientific name based on nuclear assignment, sex, date of collection, and latitude and longitude of sampling location. Plumage scores for samples with available data are also provided. Per sample accession numbers associated with raw mtDNA and nuclear Illumina Hiseq data are provided."														
Sample.ID	Scientific_Name	Common_Name	Nuclear_Group	Plumage_Score	Sex	Age	Country	State/Province	Longitude	Latitude	Date Collected	Genbank mtDNA Accession Num.	Genbank ddRAD Raw Read SRA	Genbank ddRAD Raw Read Accession Num.
PL1009	Anas diazi	Mexican Duck	W.Coast	3	Male	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762030	 PRJNA295689	SAMN04095888
PL1010	Anas diazi	Mexican Duck	W.Coast	2	Female	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762031	 PRJNA295689	SAMN04095889
PL1011	Anas diazi	Mexican Duck	W.Coast	3	Male	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762032	 PRJNA295689	SAMN04095890
PL1012	Anas diazi	Mexican Duck	W.Coast	1	Male	I	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762033	 PRJNA295689	SAMN04095891
PL1013	Anas diazi	Mexican Duck	W.Coast	0	Female	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762034	 PRJNA295689	SAMN04095892
PL1001	Anas diazi	Mexican Duck	W.Coast	2	Female	I	Mexico	Sonora	27.3494	-109.988	4-Feb-12	KT762022	 PRJNA295689	SAMN04095880
PL1014	Anas diazi	Mexican Duck	Northern	0	Female	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762035	 PRJNA295689	SAMN04095893
PL1015	Anas diazi	Mexican Duck	W.Coast	3	Male	I	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762036	 PRJNA295689	SAMN04095894
PL1016	Anas diazi	Mexican Duck	Northern	2	Male	I	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762037	 PRJNA295689	SAMN04095895
PL1017	Anas diazi	Mexican Duck	Northern	1	Male	I	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762038	 PRJNA295689	SAMN04095896
PL1018	Anas diazi	Mexican Duck	W.Coast	1	Female	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762039	 PRJNA295689	SAMN04095897
PL1019	Anas diazi	Mexican Duck	W.Coast	1	Male	I	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762040	 PRJNA295689	SAMN04095898
PL1020	Anas diazi	Mexican Duck	W.Coast	0	Female	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762041	 PRJNA295689	SAMN04095899
PL1021	Anas diazi	Mexican Duck	Northern	2	Male	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762042	 PRJNA295689	SAMN04095900
PL1022	Anas diazi	Mexican Duck	W.Coast	2	Male	I	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762043	 PRJNA295689	SAMN04095901
PL1023	Anas diazi	Mexican Duck	W.Coast	1	Male	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762044	 PRJNA295689	SAMN04095902
PL1024	Anas diazi	Mexican Duck	W.Coast	0	Female	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762045	 PRJNA295689	SAMN04095903
PL1025	Anas diazi	Mexican Duck	W.Coast	0	Female	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762046	 PRJNA295689	SAMN04095904
PL1029	Anas diazi	Mexican Duck	W.Coast	0	Female	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762050	 PRJNA295689	SAMN04095908
PL1026	Anas diazi	Mexican Duck	W.Coast	0	Female	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762047	 PRJNA295689	SAMN04095905
PL1027	Anas diazi	Mexican Duck	W.Coast	0	Female	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762048	 PRJNA295689	SAMN04095906
PL1028	Anas diazi	Mexican Duck	W.Coast	0	Female	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762049	 PRJNA295689	SAMN04095907
PL1030	Anas diazi	Mexican Duck	W.Coast	0	Female	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762051	 PRJNA295689	SAMN04095909
PL1031	Anas diazi	Mexican Duck	W.Coast	4	Male	I	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762052	 PRJNA295689	SAMN04095910
PL1032	Anas diazi	Mexican Duck	Northern	2	Male	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762053	 PRJNA295689	SAMN04095911
PL1034	Anas diazi	Mexican Duck	W.Coast	3	Male	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762055	 PRJNA295689	SAMN04095913
PL1036	Anas diazi	Mexican Duck	W.Coast	1	Male	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762057	 PRJNA295689	SAMN04095915
PL1037	Anas diazi	Mexican Duck	Northern	1	Male	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762058	 PRJNA295689	SAMN04095916
PL1038	Anas diazi	Mexican Duck	W.Coast	3	Male	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762059	 PRJNA295689	SAMN04095917
PL1039	Anas diazi	Mexican Duck	W.Coast	2	Male	I	Mexico	Sonora	26.9979	-109.897	4-Feb-12	KT762060	 PRJNA295689	SAMN04095918
PL1040	Anas diazi	Mexican Duck	W.Coast	1	Female	I	Mexico	Sonora	26.9979	-109.897	4-Feb-12	KT762061	 PRJNA295689	SAMN04095919
PL1041	Anas diazi	Mexican Duck	W.Coast	0	Female	A	Mexico	Sonora	26.9979	-109.897	4-Feb-12	KT762062	 PRJNA295689	SAMN04095920
PL1042	Anas diazi	Mexican Duck	W.Coast	0	Female	A	Mexico	Sonora	26.9979	-109.897	4-Feb-12	KT762063	 PRJNA295689	SAMN04095921
PL1043	Anas diazi	Mexican Duck	W.Coast	1	Male	I	Mexico	Sonora	26.9979	-109.897	4-Feb-12	KT762064	 PRJNA295689	SAMN04095922
PL1044	Anas diazi	Mexican Duck	W.Coast	0	Female	A	Mexico	Sonora	26.9979	-109.897	4-Feb-12	KT762065	 PRJNA295689	SAMN04095923
PL1045	Anas diazi	Mexican Duck	W.Coast	2	Male	A	Mexico	Sonora	26.9979	-109.897	4-Feb-12	KT762066	 PRJNA295689	SAMN04095924
PL1046	Anas diazi	Mexican Duck	W.Coast	0	Male	A	Mexico	Sonora	26.9979	-109.897	4-Feb-12	KT762067	 PRJNA295689	SAMN04095925
PL1047	Anas diazi	Mexican Duck	W.Coast	1	Male	I	Mexico	Sonora	26.9979	-109.897	4-Feb-12	KT762068	 PRJNA295689	SAMN04095926
PL1048	Anas diazi	Mexican Duck	W.Coast	2	Male	I	Mexico	Sonora	26.9979	-109.897	4-Feb-12	KT762069	 PRJNA295689	SAMN04095927
PL3105	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	AHY	Mexico	Durango	0	0	2018	TBD	TBD	TBD
PL3106	Anas diazi	Mexican Duck	Northern	1	Male	HY	Mexico	Durango	0	0	2018	TBD	TBD	TBD
PL2033	Anas diazi	Mexican Duck	Northern	2	Male	Unk	Mexico	Durango	24.8875	-105.073	12-Jan-13	KT762101	 PRJNA295689	SAMN04095929
PL2034	Anas diazi	Mexican Duck	Interior	0	Female	Unk	Mexico	Durango	24.8875	-105.073	12-Jan-13	KT762102	 PRJNA295689	SAMN04095930
PL2035	Anas diazi	Mexican Duck	Northern	1	Male	Unk	Mexico	Durango	24.8875	-105.073	12-Jan-13	KT762103	 PRJNA295689	SAMN04095931
PL2036	Anas diazi	Mexican Duck	Northern	0	Female	Unk	Mexico	Durango	24.8875	-105.073	12-Jan-13	KT762104	 PRJNA295689	SAMN04095932
PL2037	Anas diazi	Mexican Duck	Interior	Unavailable Data	Female	Unk	Mexico	Guanajuato	21.4958	-100.659	9-Feb-13	KT762105	 PRJNA295689	SAMN04095937
PL2038	Anas diazi	Mexican Duck	Interior	1	Male	Unk	Mexico	Guanajuato	21.4958	-100.659	9-Feb-13	KT762106	 PRJNA295689	SAMN04095938
MMMEDU3	Anas diazi	Mexican Duck	Interior	Unavailable Data	Female	Unk	Mexico	Zacatacas	23.2928	-102.701	Unk	KJ791962	 PRJNA295689	SAMN04095933
MMMEDU6	Anas diazi	Mexican Duck	Interior	Unavailable Data	Male	Unk	Mexico	Zacatacas	23.2928	-102.701	Unk	KF608520	 PRJNA295689	SAMN04095934
MMMEDU7	Anas diazi	Mexican Duck	Interior	Unavailable Data	Female	Unk	Mexico	Zacatacas	23.2928	-102.701	Unk	KF608521	 PRJNA295689	SAMN04095935
MMMEDU9	Anas diazi	Mexican Duck	Interior	Unavailable Data	Male	Unk	Mexico	Zacatacas	23.2928	-102.701	Unk	KF608522	 PRJNA295689	SAMN04095936
PL2023	Anas diazi	Mexican Duck	Interior	1	Female	Unk	Mexico	Mexico	19.6039	-99.7033	19-Feb-13	KT762093	 PRJNA295689	SAMN04095939
PL2024	Anas diazi	Mexican Duck	Interior	1	Female	Unk	Mexico	Mexico	19.6039	-99.7033	19-Feb-13	KT762094	 PRJNA295689	SAMN04095940
PL2025	Anas diazi	Mexican Duck	Interior	1	Female	Unk	Mexico	Mexico	19.6039	-99.7033	19-Feb-13	KT762095	 PRJNA295689	SAMN04095941
PL2026	Anas diazi	Mexican Duck	Interior	1	Male	Unk	Mexico	Mexico	19.6039	-99.7033	19-Feb-13	KT762096	 PRJNA295689	SAMN04095942
PL2027	Anas diazi	Mexican Duck	Interior	2	Male	Unk	Mexico	Mexico	19.6039	-99.7033	19-Feb-13	KT762097	 PRJNA295689	SAMN04095943
PL2028	Anas diazi	Mexican Duck	Interior	0	Female	Unk	Mexico	Mexico	19.6039	-99.7033	11-Nov-13	Failed to amplify	 PRJNA295689	SAMN04095944
PL2029	Anas diazi	Mexican Duck	Interior	0	Female	Unk	Mexico	Mexico	19.6039	-99.7033	11-Nov-13	KT762098	 PRJNA295689	SAMN04095945
PL2030	Anas diazi	Mexican Duck	Interior	1	Male	Unk	Mexico	Mexico	19.6039	-99.7033	11-Nov-13	KT762099	 PRJNA295689	SAMN04095946
PL2031	Anas diazi	Mexican Duck	Interior	Unavailable Data	Male	Unk	Mexico	Mexico	19.6039	-99.7033	11-Nov-13	Failed to amplify	 PRJNA295689	SAMN04095947
PL2032	Anas diazi	Mexican Duck	Interior	0	Male	Unk	Mexico	Mexico	19.6039	-99.7033	11-Nov-13	KT762100	 PRJNA295689	SAMN04095948
PL2001	Anas diazi	Mexican Duck	Interior	2	Female	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762071	 PRJNA295689	SAMN04095949
PL2003	Anas diazi	Mexican Duck	Interior	1	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762073	 PRJNA295689	SAMN04095951
PL2004	Anas diazi	Mexican Duck	Interior	1	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762074	 PRJNA295689	SAMN04095952
PL2005	Anas diazi	Mexican Duck	Interior	0	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762075	 PRJNA295689	SAMN04095953
PL2006	Anas diazi	Mexican Duck	Interior	0	Female	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762076	 PRJNA295689	SAMN04095954
PL2007	Anas diazi	Mexican Duck	Interior	1	Female	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762077	 PRJNA295689	SAMN04095955
PL2002	Anas diazi	Mexican Duck	Interior	0	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762072	 PRJNA295689	SAMN04095950
PL2008	Anas diazi	Mexican Duck	Interior	0	Female	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762078	 PRJNA295689	SAMN04095956
PL2009	Anas diazi	Mexican Duck	Interior	0	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762079	 PRJNA295689	SAMN04095957
PL2010	Anas diazi	Mexican Duck	Interior	1	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762080	 PRJNA295689	SAMN04095958
PL2011	Anas diazi	Mexican Duck	Interior	2	Female	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762081	 PRJNA295689	SAMN04095959
PL2012	Anas diazi	Mexican Duck	Interior	0	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762082	 PRJNA295689	SAMN04095960
PL2013	Anas diazi	Mexican Duck	Interior	1	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762083	 PRJNA295689	SAMN04095961
PL2014	Anas diazi	Mexican Duck	Interior	1	Female	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762084	 PRJNA295689	SAMN04095962
PL2015	Anas diazi	Mexican Duck	Interior	1	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762085	 PRJNA295689	SAMN04095963
PL2016	Anas diazi	Mexican Duck	Interior	3	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762086	 PRJNA295689	SAMN04095964
PL2017	Anas diazi	Mexican Duck	Interior	1	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762087	 PRJNA295689	SAMN04095965
PL2018	Anas diazi	Mexican Duck	Interior	4	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762088	 PRJNA295689	SAMN04095966
PL2019	Anas diazi	Mexican Duck	Interior	0	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762089	 PRJNA295689	SAMN04095967
PL2020	Anas diazi	Mexican Duck	Interior	1	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762090	 PRJNA295689	SAMN04095968
PL2021	Anas diazi	Mexican Duck	Interior	1	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762091	 PRJNA295689	SAMN04095969
PL2022	Anas diazi	Mexican Duck	Interior	0	Male	Unk	Mexico	Puebla	19.2596	-97.6659	18-Feb-13	KT762092	 PRJNA295689	SAMN04095970
